Año,Mes,Departamento,Ciudad,País de Residencia,Extranjeros no Residentes
2022,12,Valle del Cauca,Cali,Eslovaquia,6
2022,12,Amazonas,Leticia,Azerbaiyán,1
2022,12,Cundinamarca,Sopó,Australia,3
2022,12,Risaralda,Marsella,Chile,4
2022,12,Valle del Cauca,Jamundí,Noruega,1
2022,12,Cesar,Curumaní,Ecuador,1
2022,12,Valle del Cauca,Zarzal,Países Bajos,2
2022,12,Quindío,Armenia,Panamá,79
2022,12,Risaralda,Pereira,Nicaragua,4
2022,12,Huila,Rivera,Canadá,3
2022,12,Magdalena,Santa Marta,Grecia,6
2022,12,Cauca,Timbío,Canadá,1
2022,12,Huila,La Plata,Australia,1
2022,12,Cundinamarca,Cota,Países Bajos,1
2022,12,Antioquia,Caicedo,República Dominicana,1
2022,12,Valle del Cauca,Jamundí,China,1
2022,12,Santander,Charalá,España,1
2022,12,Valle del Cauca,Buenaventura,Bélgica,2
2022,12,Bolívar,El Carmen de Bolívar,Perú,2
2022,12,Antioquia,Jardín,Puerto Rico,1
2022,12,Bolívar,Cartagena,Ghana,6
2022,12,Magdalena,Algarrobo,España,1
2022,12,Nariño,San Andres de Tumaco,Costa Rica,1
2022,12,Santander,Girón,Ecuador,4
2022,12,Caldas,Manizales,Noruega,2
2022,12,Antioquia,Sopetrán,Costa Rica,1
2022,12,Sucre,San Onofre,El Salvador,1
2022,12,Boyacá,Duitama,Cuba,2
2022,12,Meta,Restrepo,México,1
2022,12,Boyacá,Miraflores,Reino Unido,2
2022,12,Antioquia,Retiro,Reino Unido,1
2022,12,Nariño,Ipiales,Japón,2
2022,12,Risaralda,Santa Rosa de Cabal,República Dominicana,4
2022,12,Antioquia,Rionegro,Costa Rica,17
2022,12,Cundinamarca,Funza,Uruguay,1
2022,12,Magdalena,Santa Marta,Estados Unidos,1323
2022,12,Tolima,San Luis,Estados Unidos,1
2022,12,Norte de Santander,Sin Especificar,Brasil,1
2022,12,Bogota D.C.,"Bogotá, D.C.",Guinea-Bisáu,1
2022,12,Valle del Cauca,Cali,Dominica,1
2022,12,Valle del Cauca,Versalles,México,1
2022,12,Córdoba,Los Córdobas,Filipinas,1
2022,12,Huila,Pitalito,Italia,1
2022,12,Arauca,Arauca,Corea del Sur,1
2022,12,Atlántico,Barranquilla,Sudáfrica,2
2022,12,Huila,Pitalito,Australia,2
2022,12,Cesar,Valledupar,Finlandia,4
2022,12,Chocó,Alto Baudó,Chile,1
2022,12,Antioquia,Medellín,Chad,1
2022,12,La Guajira,Riohacha,México,24
2022,12,Norte de Santander,Bochalema,Puerto Rico,1
2022,12,Norte de Santander,Villa del Rosario,Italia,2
2022,12,Cundinamarca,Anapoima,Israel,2
2022,12,Antioquia,Turbo,México,1
2022,12,Sucre,Corozal,Chile,3
2022,12,Magdalena,Santa Marta,Israel,22
2022,12,Antioquia,San Rafael,Alemania,1
2022,12,Boyacá,Tinjacá,Argentina,1
2022,12,Caquetá,Albania,Ecuador,1
2022,12,Risaralda,Marsella,Estados Unidos,6
2022,12,Cundinamarca,Zipaquirá,Canadá,7
2022,12,Valle del Cauca,Yumbo,España,30
2022,12,Norte de Santander,Villa del Rosario,Canadá,1
2022,12,Valle del Cauca,Roldanillo,México,14
2022,12,Cundinamarca,Nilo,Panamá,1
2022,12,Santander,Mogotes,Austria,1
2022,12,Valle del Cauca,Trujillo,Francia,2
2022,12,Antioquia,Caucasia,Ecuador,3
2022,12,Nariño,Pasto,Chile,37
2022,12,Sucre,Sincelejo,España,9
2022,12,Córdoba,Cereté,Panamá,1
2022,12,Antioquia,La Ceja,Bolivia,1
2022,12,Santander,Piedecuesta,República Dominicana,1
2022,12,Norte de Santander,Puerto Santander,México,1
2022,12,Quindío,Quimbaya,Brasil,1
2022,12,Antioquia,Envigado,Reino Unido,17
2022,12,Putumayo,Valle del Guamuez,Cuba,1
2022,12,Antioquia,Maceo,Estados Unidos,2
2022,12,Nariño,Pasto,Perú,31
2022,12,Córdoba,Valencia,Ecuador,2
2022,12,Santander,Floridablanca,Surinam,2
2022,12,Antioquia,La Estrella,Australia,1
2022,12,Boyacá,Turmequé,España,1
2022,12,Antioquia,Abejorral,China,1
2022,12,Antioquia,La Estrella,Italia,2
2022,12,Antioquia,La Unión,Panamá,2
2022,12,Valle del Cauca,Tuluá,Israel,1
2022,12,Caldas,Risaralda,República Dominicana,1
2022,12,Cauca,Popayán,Estados Unidos,90
2022,12,Santander,Valle de San José,El Salvador,1
2022,12,Magdalena,Santa Marta,Sudáfrica,1
2022,12,Amazonas,Leticia,Israel,4
2022,12,Risaralda,Pereira,Australia,22
2022,12,Amazonas,Leticia,Argentina,4
2022,12,Risaralda,Marsella,Ecuador,4
2022,12,Sucre,Caimito,Noruega,1
2022,12,Norte de Santander,Cúcuta,Reino Unido,41
2022,12,Antioquia,San Rafael,Perú,2
2022,12,Risaralda,Mistrató,España,3
2022,12,Antioquia,Sabaneta,El Salvador,4
2022,12,Valle del Cauca,Guacarí,Chile,5
2022,12,Boyacá,Sogamoso,México,14
2022,12,Risaralda,Balboa,Tailandia,1
2022,12,Magdalena,Plato,Panamá,2
2022,12,Magdalena,El Retén,Bolivia,1
2022,12,Cauca,Puerto Tejada,España,7
2022,12,Tolima,Melgar,Suecia,1
2022,12,Cauca,Santander de Quilichao,Perú,8
2022,12,Tolima,Melgar,Costa Rica,19
2022,12,Norte de Santander,Cúcuta,Brasil,42
2022,12,Bolívar,Cartagena,Senegal,3
2022,12,Cundinamarca,Sopó,Bolivia,1
2022,12,Huila,Neiva,México,29
2022,12,Cundinamarca,Guatavita,México,8
2022,12,Cundinamarca,Chocontá,México,3
2022,12,Valle del Cauca,Bugalagrande,Bolivia,2
2022,12,Magdalena,Ciénaga,República Dominicana,2
2022,12,Cundinamarca,Sasaima,Países Bajos,3
2022,12,Córdoba,San Bernardo del Viento,Estados Unidos,4
2022,12,Valle del Cauca,Bolívar,Chile,2
2022,12,Quindío,Salento,Suecia,1
2022,12,Santander,Oiba,Estados Unidos,4
2022,12,Antioquia,San Pedro de Los Milagros,Estados Unidos,5
2022,12,Santander,San Gil,Suiza,6
2022,12,Valle del Cauca,Andalucía,Brasil,1
2022,12,Huila,Palermo,Reino Unido,2
2022,12,Caldas,La Dorada,Estados Unidos,4
2022,12,Caquetá,San José del Fragua,Estados Unidos,1
2022,12,Vaupés,Mitú,Ecuador,2
2022,12,Cundinamarca,Cajicá,Turquía,1
2022,12,Putumayo,Puerto Leguízamo,Ecuador,1
2022,12,Córdoba,Puerto Escondido,Panamá,2
2022,12,Risaralda,Pereira,Corea del Sur,3
2022,12,Magdalena,Santa Marta,Hong Kong,1
2022,12,Valle del Cauca,Cali,Hong Kong,2
2022,12,Boyacá,Villa de Leyva,China,2
2022,12,Valle del Cauca,El Cerrito,Bolivia,1
2022,12,Bolívar,Turbaco,Reino Unido,1
2022,12,Putumayo,San Miguel,Estados Unidos,1
2022,12,Antioquia,Medellín,Tailandia,2
2022,12,Antioquia,Fredonia,Italia,1
2022,12,Huila,Tarqui,Argentina,1
2022,12,Antioquia,La Pintada,Uruguay,2
2022,12,Valle del Cauca,La Victoria,Chile,4
2022,12,La Guajira,Maicao,Aruba,1
2022,12,Atlántico,Puerto Colombia,Guatemala,1
2022,12,Nariño,Pasto,España,32
2022,12,Tolima,Ibagué,Guatemala,3
2022,12,Risaralda,Dosquebradas,Reino Unido,13
2022,12,Antioquia,Itagui,Sudáfrica,1
2022,12,Nariño,Pasto,Reino Unido,19
2022,12,Córdoba,Montelíbano,Chile,5
2022,12,Atlántico,Barranquilla,Corea del Sur,8
2022,12,Córdoba,Montelíbano,Australia,1
2022,12,Nariño,La Llanada,Ecuador,1
2022,12,Antioquia,Abejorral,Nueva Zelanda,2
2022,12,Antioquia,Envigado,Uruguay,8
2022,12,Cundinamarca,Soacha,Puerto Rico,1
2022,12,Atlántico,Sabanalarga,Italia,1
2022,12,Cundinamarca,Soacha,Bolivia,2
2022,12,La Guajira,Manaure,Perú,1
2022,12,Quindío,Salento,Canadá,6
2022,12,Amazonas,El Encanto,Japón,1
2022,12,Sin Especificar,Sin Especificar,Montenegro,2
2022,12,Valle del Cauca,San Pedro,Países Bajos,1
2022,12,Córdoba,Los Córdobas,Panamá,1
2022,12,Córdoba,Montería,El Salvador,3
2022,12,Cauca,Silvia,Australia,1
2022,12,Quindío,Montenegro,Japón,1
2022,12,Cundinamarca,Facatativá,Alemania,3
2022,12,Cundinamarca,Facatativá,Ecuador,5
2022,12,Caquetá,Florencia,Argentina,6
2022,12,Boyacá,Paipa,Australia,6
2022,12,Boyacá,Tibasosa,México,2
2022,12,Putumayo,San Miguel,Ecuador,3
2022,12,Cundinamarca,Caqueza,Chile,2
2022,12,Antioquia,Jardín,México,1
2022,12,Antioquia,El Santuario,Estados Unidos,6
2022,12,Antioquia,Itagui,República Dominicana,8
2022,12,Bolívar,Cartagena,Serbia,15
2022,12,Valle del Cauca,Cali,Haití,3
2022,12,Tolima,Ibagué,Bélgica,3
2022,12,Tolima,San Sebastián de Mariquita,Panamá,1
2022,12,Valle del Cauca,Cartago,México,18
2022,12,Cauca,Popayán,Alemania,18
2022,12,Nariño,La Cruz,Chile,1
2022,12,Cauca,Santander de Quilichao,España,1
2022,12,Cauca,Caloto,España,2
2022,12,Valle del Cauca,Cali,Bulgaria,3
2022,12,Antioquia,Medellín,Bermudas,5
2022,12,Cundinamarca,Cabrera,Estados Unidos,1
2022,12,Chocó,Acandí,Costa Rica,1
2022,12,Amazonas,Leticia,Canadá,29
2022,12,Antioquia,Cáceres,Panamá,1
2022,12,Valle del Cauca,Guadalajara de Buga,Perú,6
2022,12,Bolívar,Villanueva,Estados Unidos,1
2022,12,Bolívar,Achí,Guatemala,1
2022,12,Antioquia,Guatape,Australia,3
2022,12,Huila,Pitalito,Haití,1
2022,12,Valle del Cauca,Roldanillo,Panamá,3
2022,12,Cundinamarca,Fusagasugá,Estados Unidos,68
2022,12,Cundinamarca,Tocancipá,Brasil,3
2022,12,Antioquia,Jericó,República Dominicana,1
2022,12,Valle del Cauca,Restrepo,Noruega,1
2022,12,Cundinamarca,Villa de San Diego de Ubate,Australia,1
2022,12,Santander,Aguada,Países Bajos,1
2022,12,Bolívar,Cartagena,Grecia,40
2022,12,Valle del Cauca,Caicedonia,Reino Unido,7
2022,12,Antioquia,Marinilla,Países Bajos,1
2022,12,Antioquia,Copacabana,Estados Unidos,81
2022,12,Quindío,Salento,China,1
2022,12,Caquetá,Cartagena del Chairá,Turquía,1
2022,12,Quindío,Circasia,San Martín,1
2022,12,Antioquia,Donmatías,Estados Unidos,17
2022,12,Quindío,Filandia,Canadá,1
2022,12,Boyacá,Duitama,Francia,1
2022,12,Valle del Cauca,Cali,Rusia,18
2022,12,Bogota D.C.,"Bogotá, D.C.",Benín,3
2022,12,Sucre,Sampués,Panamá,2
2022,12,Norte de Santander,Cúcuta,Alemania,32
2022,12,Antioquia,Medellín,Belice,15
2022,12,Huila,Campoalegre,Ecuador,1
2022,12,Valle del Cauca,Tuluá,Rumania,1
2022,12,Cundinamarca,Soacha,Panamá,13
2022,12,Norte de Santander,Ocaña,Rusia,1
2022,12,Cundinamarca,Zipaquirá,Reino Unido,3
2022,12,Antioquia,La Ceja,Austria,1
2022,12,Santander,Barbosa,México,1
2022,12,Cundinamarca,Sibaté,Panamá,1
2022,12,Tolima,Purificación,Panamá,1
2022,12,Magdalena,Santa Bárbara de Pinto,Reino Unido,1
2022,12,Chocó,Nuquí,Alemania,1
2022,12,Tolima,San Sebastián de Mariquita,Argentina,2
2022,12,Bolívar,Achí,Reino Unido,2
2022,12,Santander,Barichara,Países Bajos,1
2022,12,Antioquia,Medellín,Malta,10
2022,12,Caldas,La Merced,Brasil,1
2022,12,Boyacá,Santa María,Alemania,2
2022,12,Caldas,Chinchiná,Chile,7
2022,12,Antioquia,Sabanalarga,Puerto Rico,1
2022,12,Antioquia,Sonson,México,3
2022,12,Valle del Cauca,Tuluá,Ecuador,67
2022,12,Quindío,Armenia,Canadá,66
2022,12,Caquetá,Florencia,Noruega,1
2022,12,Antioquia,Giraldo,Perú,1
2022,12,Antioquia,Abejorral,Suiza,2
2022,12,Meta,Villavicencio,Ucrania,1
2022,12,Cesar,Bosconia,Estados Unidos,8
2022,12,Chocó,Acandí,Canadá,2
2022,12,Córdoba,Tierralta,República Checa,1
2022,12,Santander,Piedecuesta,Ecuador,1
2022,12,Valle del Cauca,Cartago,Uruguay,1
2022,12,Cundinamarca,Cogua,España,2
2022,12,Bogota D.C.,"Bogotá, D.C.",Eslovenia,60
2022,12,Cundinamarca,Chía,Irlanda,1
2022,12,Arauca,Arauca,República Dominicana,6
2022,12,Valle del Cauca,Andalucía,Suiza,1
2022,12,Valle del Cauca,Yumbo,Comoras,1
2022,12,Caldas,La Dorada,Panamá,1
2022,12,Santander,Puente Nacional,Alemania,3
2022,12,Caldas,Filadelfia,Estados Unidos,1
2022,12,Santander,Barbosa,Ecuador,2
2022,12,Antioquia,Rionegro,Dinamarca,2
2022,12,Atlántico,Malambo,Estados Unidos,4
2022,12,Caquetá,Florencia,Honduras,2
2022,12,Bolívar,Cartagena,Sierra Leona,2
2022,12,Antioquia,Copacabana,Reino Unido,1
2022,12,Casanare,Tauramena,Brasil,1
2022,12,Huila,Colombia,Ecuador,1
2022,12,Atlántico,Baranoa,Alemania,1
2022,12,Cundinamarca,Tocancipá,Reino Unido,2
2022,12,Santander,Puente Nacional,Ecuador,1
2022,12,Meta,Villavicencio,Puerto Rico,1
2022,12,Bogota D.C.,"Bogotá, D.C.",Mauritania,1
2022,12,Huila,Palermo,Panamá,2
2022,12,Valle del Cauca,San Pedro,Panamá,1
2022,12,Tolima,Ibagué,Grecia,1
2022,12,Risaralda,Pereira,Nueva Zelanda,1
2022,12,Caldas,Manizales,China,2
2022,12,Boyacá,Tunja,Costa Rica,1
2022,12,Cundinamarca,Zipacón,Japón,2
2022,12,Boyacá,Sogamoso,Reino Unido,1
2022,12,Sucre,San Onofre,Bélgica,1
2022,12,Sucre,Sucre,España,1
2022,12,Magdalena,Santa Marta,Bélgica,19
2022,12,Antioquia,Chigorodó,Bélgica,1
2022,12,Risaralda,Dosquebradas,Bolivia,1
2022,12,Meta,Acacías,Italia,1
2022,12,Norte de Santander,Los Patios,Chile,17
2022,12,Cundinamarca,Albán,Suiza,1
2022,12,Valle del Cauca,Buenaventura,Panamá,24
2022,12,Cundinamarca,Sopó,Ecuador,5
2022,12,San Andres y Providencia,San Andrés,Lituania,1
2022,12,Huila,Palermo,Francia,2
2022,12,Tolima,Ibagué,Uruguay,4
2022,12,Antioquia,Sabaneta,Costa Rica,27
2022,12,Antioquia,Abejorral,Guatemala,4
2022,12,Antioquia,La Unión,Costa Rica,4
2022,12,Antioquia,Maceo,Guatemala,1
2022,12,Meta,Granada,Ecuador,1
2022,12,Antioquia,Rionegro,Países Bajos,23
2022,12,Tolima,Melgar,Australia,1
2022,12,Bogota D.C.,"Bogotá, D.C.",Guyana,14
2022,12,Bogota D.C.,"Bogotá, D.C.",Malí,3
2022,12,Cundinamarca,Chía,Brasil,42
2022,12,Putumayo,Valle del Guamuez,Honduras,1
2022,12,Antioquia,El Santuario,Costa Rica,3
2022,12,Huila,Aipe,Ecuador,1
2022,12,Antioquia,Itagui,Isla de Man,1
2022,12,Valle del Cauca,Calima,Perú,1
2022,12,Antioquia,Santa Rosa de Osos,Perú,5
2022,12,Cundinamarca,Chipaque,Canadá,1
2022,12,Valle del Cauca,Calima,España,3
2022,12,Risaralda,Santa Rosa de Cabal,Australia,1
2022,12,Nariño,Nariño,España,1
2022,12,Tolima,Venadillo,España,1
2022,12,Sucre,Sincelejo,Ecuador,4
2022,12,Cesar,Valledupar,España,19
2022,12,Sin Especificar,Sin Especificar,Ecuador,3
2022,12,Antioquia,Marinilla,Ecuador,4
2022,12,Antioquia,Anorí,España,1
2022,12,Caldas,Samaná,Estados Unidos,4
2022,12,Atlántico,Puerto Colombia,Estados Unidos,47
2022,12,Valle del Cauca,Palmira,Suecia,6
2022,12,Antioquia,Medellín,Vietnam,3
2022,12,Nariño,Ipiales,Irlanda,4
2022,12,Valle del Cauca,Cali,Surinam,2
2022,12,Atlántico,Puerto Colombia,Italia,5
2022,12,Antioquia,Medellín,Taiwán,17
2022,12,Atlántico,Barranquilla,Ucrania,16
2022,12,Cundinamarca,La Vega,Bulgaria,1
2022,12,Amazonas,Leticia,España,9
2022,12,Antioquia,Caucasia,Chile,1
2022,12,Antioquia,Itagui,Argentina,6
2022,12,Bolívar,Cartagena,Bermudas,5
2022,12,Valle del Cauca,Bugalagrande,El Salvador,1
2022,12,Meta,Lejanías,Perú,1
2022,12,Tolima,Ibagué,Chile,40
2022,12,Atlántico,Galapa,Reino Unido,1
2022,12,Antioquia,Medellín,Islas Caimán,3
2022,12,Santander,Bucaramanga,Bélgica,3
2022,12,Valle del Cauca,El Cerrito,Nicaragua,2
2022,12,Antioquia,Abejorral,Panamá,29
2022,12,Magdalena,Fundación,Estados Unidos,3
2022,12,Quindío,Quimbaya,Países Bajos,3
2022,12,Atlántico,Barranquilla,Aruba,28
2022,12,Cundinamarca,Villa de San Diego de Ubate,Italia,1
2022,12,Valle del Cauca,Ansermanuevo,Panamá,1
2022,12,Cundinamarca,La Calera,El Salvador,1
2022,12,Antioquia,Turbo,Ecuador,2
2022,12,Cundinamarca,San Bernardo,México,1
2022,12,Santander,Bucaramanga,Cabo Verde,1
2022,12,Cundinamarca,Girardot,México,7
2022,12,Boyacá,Paipa,Bielorrusia,1
2022,12,Nariño,Pasto,Irlanda,7
2022,12,Santander,Socorro,Alemania,9
2022,12,Boyacá,San Luis de Gaceno,Bolivia,2
2022,12,Atlántico,Juan de Acosta,Suecia,1
2022,12,Cundinamarca,Sopó,Estados Unidos,33
2022,12,Valle del Cauca,Cartago,Panamá,23
2022,12,Bogota D.C.,"Bogotá, D.C.",Qatar,9
2022,12,Magdalena,Algarrobo,Brasil,1
2022,12,Meta,Cabuyaro,Israel,1
2022,12,Cauca,Timbío,Brasil,3
2022,12,Valle del Cauca,Yotoco,Suiza,1
2022,12,Antioquia,El Santuario,Ecuador,1
2022,12,Atlántico,Barranquilla,Emiratos Árabes Unidos,1
2022,12,Cauca,Popayán,Austria,1
2022,12,San Andres y Providencia,Providencia,Alemania,4
2022,12,Valle del Cauca,Candelaria,Paraguay,3
2022,12,Sucre,Sincelejo,El Salvador,1
2022,12,Boyacá,Otanche,India,1
2022,12,Nariño,Ipiales,Chile,15
2022,12,Santander,Bucaramanga,Nueva Zelanda,5
2022,12,Santander,Bucaramanga,Portugal,5
2022,12,Antioquia,Envigado,Sudáfrica,1
2022,12,Magdalena,Santa Marta,Tailandia,1
2022,12,Cundinamarca,Chía,Rusia,2
2022,12,Atlántico,Barranquilla,Bielorrusia,1
2022,12,Magdalena,Ciénaga,Ecuador,1
2022,12,Chocó,Acandí,Noruega,4
2022,12,Bolívar,Magangué,Chile,1
2022,12,Boyacá,Tunja,Panamá,4
2022,12,Sucre,Sucre,Estados Unidos,1
2022,12,Boyacá,Tunja,Canadá,6
2022,12,Antioquia,Itagui,Rusia,1
2022,12,Bolívar,Cartagena,República de Macedonia,2
2022,12,Sucre,Corozal,Irlanda,1
2022,12,Tolima,Líbano,Argentina,2
2022,12,Valle del Cauca,Cartago,Australia,2
2022,12,Cundinamarca,Villa de San Diego de Ubate,Puerto Rico,1
2022,12,Norte de Santander,Los Patios,Ecuador,1
2022,12,Risaralda,Balboa,Estados Unidos,7
2022,12,Valle del Cauca,Palmira,Nicaragua,1
2022,12,Risaralda,Dosquebradas,Perú,15
2022,12,Valle del Cauca,Roldanillo,Perú,2
2022,12,Antioquia,Medellín,República Checa,32
2022,12,Boyacá,Sogamoso,República Dominicana,2
2022,12,Atlántico,Baranoa,Georgia,1
2022,12,Antioquia,San Carlos,Francia,1
2022,12,Casanare,Yopal,Francia,2
2022,12,Córdoba,San Carlos,Argentina,1
2022,12,Santander,Piedecuesta,Japón,1
2022,12,Bolívar,El Carmen de Bolívar,Estados Unidos,6
2022,12,Santander,Bucaramanga,Estados Unidos,1076
2022,12,Magdalena,Ciénaga,Perú,4
2022,12,Cundinamarca,San Francisco,Reino Unido,1
2022,12,Antioquia,Guatape,Perú,12
2022,12,Bolívar,Achí,Países Bajos,4
2022,12,Valle del Cauca,El Cerrito,Irlanda,1
2022,12,Norte de Santander,Cúcuta,República Checa,1
2022,12,Huila,San Agustín,Costa Rica,2
2022,12,Meta,Villavicencio,Guatemala,13
2022,12,Quindío,Calarca,Suiza,1
2022,12,Valle del Cauca,Jamundí,Canadá,8
2022,12,Bogota D.C.,"Bogotá, D.C.",Liechtenstein,4
2022,12,Cundinamarca,Sutatausa,Estados Unidos,2
2022,12,Quindío,Filandia,Australia,1
2022,12,Cundinamarca,El Colegio,Honduras,1
2022,12,Cundinamarca,Agua de Dios,Argentina,4
2022,12,Antioquia,Concordia,México,1
2022,12,Bolívar,Cartagena,Albania,8
2022,12,Antioquia,Envigado,Cuba,3
2022,12,Valle del Cauca,Florida,Brasil,1
2022,12,Magdalena,Santa Ana,Argentina,1
2022,12,Tolima,Icononzo,Ecuador,1
2022,12,Huila,Pitalito,Canadá,2
2022,12,Tolima,Flandes,Estados Unidos,3
2022,12,Guaviare,San José del Guaviare,México,2
2022,12,Huila,San Agustín,Ecuador,2
2022,12,Atlántico,Barranquilla,Austria,8
2022,12,Cundinamarca,Cogua,Estados Unidos,7
2022,12,Sucre,Coveñas,Estados Unidos,15
2022,12,Chocó,Nuquí,España,1
2022,12,Bolívar,Calamar,Panamá,2
2022,12,Antioquia,Arboletes,Perú,2
2022,12,Caldas,Manizales,Países Bajos,34
2022,12,Antioquia,La Ceja,Guatemala,1
2022,12,Casanare,Yopal,Estados Unidos,35
2022,12,Caldas,Viterbo,España,5
2022,12,Antioquia,Turbo,Austria,1
2022,12,Antioquia,Apartadó,Guatemala,2
2022,12,Antioquia,Caldas,Canadá,2
2022,12,Huila,Palermo,Ecuador,1
2022,12,Huila,Gigante,España,1
2022,12,Atlántico,Sabanagrande,Perú,1
2022,12,Cauca,Almaguer,Reino Unido,1
2022,12,Antioquia,Medellín,Hungría,21
2022,12,Valle del Cauca,Palmira,Argentina,15
2022,12,Antioquia,Medellín,Barbados,4
2022,12,Cauca,Timbío,Chile,1
2022,12,Cundinamarca,Tocancipá,Perú,1
2022,12,La Guajira,Maicao,España,5
2022,12,Norte de Santander,Villa Caro,Estados Unidos,2
2022,12,Nariño,Ipiales,Italia,2
2022,12,Caquetá,Florencia,Guatemala,1
2022,12,Bolívar,Altos del Rosario,Estados Unidos,1
2022,12,Cundinamarca,Cota,El Salvador,1
2022,12,Quindío,Calarca,Ecuador,9
2022,12,Valle del Cauca,El Cerrito,España,9
2022,12,Huila,La Plata,Alemania,1
2022,12,Magdalena,Santa Marta,México,136
2022,12,Caldas,La Dorada,Australia,1
2022,12,Bogota D.C.,"Bogotá, D.C.",Belice,13
2022,12,Antioquia,La Ceja,Perú,5
2022,12,Córdoba,La Apartada,Reino Unido,1
2022,12,Antioquia,Entrerrios,Estados Unidos,1
2022,12,Casanare,Tauramena,Estados Unidos,1
2022,12,San Andres y Providencia,San Andrés,Panamá,70
2022,12,Cundinamarca,Tocancipá,España,1
2022,12,Córdoba,Ayapel,México,1
2022,12,Quindío,Montenegro,Costa Rica,1
2022,12,Putumayo,Villagarzón,México,1
2022,12,Risaralda,Santa Rosa de Cabal,España,28
2022,12,Antioquia,Buriticá,Perú,3
2022,12,Cundinamarca,El Rosal,México,1
2022,12,Cundinamarca,La Vega,México,2
2022,12,Quindío,Calarca,Luxemburgo,1
2022,12,Cundinamarca,Zipaquirá,Suecia,2
2022,12,Córdoba,Montelíbano,Estados Unidos,6
2022,12,Norte de Santander,La Esperanza,Canadá,1
2022,12,Antioquia,San Luis,Argentina,1
2022,12,Risaralda,Pueblo Rico,Ecuador,1
2022,12,Antioquia,Sabaneta,Eslovenia,1
2022,12,Bolívar,Cartagena,Antigua y Barbuda,11
2022,12,Valle del Cauca,Cali,Portugal,39
2022,12,Santander,Bucaramanga,Ucrania,1
2022,12,Cauca,Puerto Tejada,Países Bajos,1
2022,12,Huila,Nátaga,Chile,1
2022,12,Atlántico,Barranquilla,Nigeria,1
2022,12,Atlántico,Santo Tomás,Uruguay,1
2022,12,Valle del Cauca,Jamundí,Polonia,1
2022,12,Cundinamarca,Tenjo,Ecuador,2
2022,12,Nariño,San Pablo,Chile,1
2022,12,Santander,Los Santos,Estados Unidos,5
2022,12,Antioquia,Arboletes,Dinamarca,6
2022,12,Bolívar,Cartagena,Granada,3
2022,12,Antioquia,Medellín,Papua Nueva Guinea,1
2022,12,Córdoba,Moñitos,Panamá,3
2022,12,Cundinamarca,Chía,República Dominicana,21
2022,12,Huila,Tarqui,Francia,1
2022,12,Cundinamarca,San Antonio del Tequendama,Países Bajos,2
2022,12,La Guajira,Manaure,Francia,1
2022,12,Cundinamarca,Chipaque,Estados Unidos,3
2022,12,Valle del Cauca,La Victoria,Ecuador,2
2022,12,Huila,Pitalito,Suiza,2
2022,12,Caldas,Chinchiná,República Dominicana,2
2022,12,Antioquia,Bello,Italia,11
2022,12,Antioquia,Abejorral,Puerto Rico,6
2022,12,Valle del Cauca,Cali,El Salvador,52
2022,12,Atlántico,Sabanagrande,México,2
2022,12,Boyacá,Tuta,Polonia,1
2022,12,Valle del Cauca,Calima,Reino Unido,1
2022,12,Cundinamarca,La Calera,República Dominicana,2
2022,12,San Andres y Providencia,Providencia,Costa Rica,2
2022,12,Cesar,Bosconia,Panamá,3
2022,12,Meta,Restrepo,Bolivia,2
2022,12,Cesar,Valledupar,Alemania,11
2022,12,Risaralda,Guática,Guatemala,1
2022,12,Casanare,Tauramena,Chile,1
2022,12,Chocó,Acandí,Honduras,2
2022,12,Bolívar,Córdoba,República Dominicana,1
2022,12,Tolima,Ataco,Estados Unidos,1
2022,12,Meta,Vistahermosa,Francia,2
2022,12,Caldas,Supía,Canadá,3
2022,12,San Andres y Providencia,Providencia,Brasil,31
2022,12,Cundinamarca,La Mesa,Reino Unido,2
2022,12,Caldas,Manizales,Italia,12
2022,12,Santander,Floridablanca,Francia,7
2022,12,Bolívar,Cartagena,Haití,11
2022,12,Bolívar,Cartagena,Jamaica,70
2022,12,Cundinamarca,Cota,Estados Unidos,40
2022,12,Amazonas,Leticia,Reino Unido,19
2022,12,Atlántico,Soledad,Ecuador,2
2022,12,Antioquia,Medellín,Kuwait,1
2022,12,Tolima,Lérida,Perú,2
2022,12,Antioquia,Abejorral,España,11
2022,12,Santander,Bucaramanga,El Salvador,8
2022,12,Antioquia,Caldas,Alemania,1
2022,12,Arauca,Arauca,Argentina,2
2022,12,Antioquia,Itagui,Guatemala,6
2022,12,Valle del Cauca,Yumbo,Italia,3
2022,12,Cundinamarca,Agua de Dios,Panamá,1
2022,12,Valle del Cauca,Palmira,España,90
2022,12,Caldas,Supía,Bolivia,2
2022,12,Santander,Bucaramanga,Dinamarca,8
2022,12,Risaralda,Marsella,Honduras,1
2022,12,Antioquia,Retiro,Austria,1
2022,12,Boyacá,Duitama,Suiza,2
2022,12,Antioquia,Sabaneta,Irlanda,1
2022,12,Tolima,Icononzo,Panamá,1
2022,12,Magdalena,Puebloviejo,Brasil,1
2022,12,Antioquia,Medellín,Antigua y Barbuda,3
2022,12,Quindío,Salento,Bélgica,6
2022,12,Cundinamarca,Cajicá,México,63
2022,12,Antioquia,Betulia,Estados Unidos,1
2022,12,Caldas,La Dorada,México,4
2022,12,Atlántico,Soledad,Uruguay,1
2022,12,Caldas,Villamaría,Brasil,3
2022,12,Quindío,Calarca,Italia,2
2022,12,Santander,Sabana de Torres,Perú,2
