id,edad_cliente,genero_cliente,ingresos,puntos,tiempo_membresia,num_compras,categoria_preferida,ultima_compra
475,36,Masculino,99848,93,5,50,Alimentos,"170,25"
476,38,Masculino,95622,100,2,50,Alimentos,"213,55"
477,42,Masculino,116450,89,7,50,Deportes,"395,30"
478,48,Masculino,107398,99,3,50,Hogar,"359,55"
479,58,Femenino,130232,100,8,50,Electrónica,"853,15"
480,19,Femenino,70679,100,5,50,Ropa,"305,53"
481,54,Masculino,128683,100,9,50,Deportes,"441,49"
482,65,Masculino,150000,100,6,50,Ropa,"474,21"
483,44,Femenino,109999,100,6,50,Alimentos,"282,08"
484,40,Masculino,108102,100,5,50,Alimentos,"253,44"
485,65,Masculino,137989,100,10,50,Hogar,"542,68"
486,66,Masculino,137741,100,6,50,Ropa,"403,08"
487,22,Femenino,49360,100,6,42,Hogar,"430,09"
488,47,Masculino,119873,100,6,50,Ropa,"331,88"
489,26,Femenino,60111,98,2,49,Hogar,"306,06"
490,19,Femenino,53290,76,3,38,Ropa,"230,46"
491,22,Femenino,66143,85,1,50,Alimentos,"220,65"
492,39,Masculino,104099,99,6,50,Deportes,"274,61"
493,51,Femenino,118324,99,3,50,Ropa,"320,26"
494,35,Masculino,96086,100,3,50,Deportes,"220,89"
495,59,Masculino,130022,100,6,50,Deportes,"422,22"
496,33,Femenino,94220,97,1,50,Deportes,"168,22"
497,56,Masculino,112792,100,7,50,Deportes,"335,06"
498,54,Femenino,122155,100,5,50,Electrónica,"600,18"
499,25,Masculino,48583,91,6,42,Alimentos,"146,50"
500,47,Masculino,102544,100,5,50,Ropa,"319,14"
501,42,Masculino,119150,100,4,50,Ropa,"279,53"
502,61,Femenino,141457,100,8,50,Electrónica,"902,80"
503,22,Masculino,51400,100,6,46,Electrónica,"512,84"
504,18,Masculino,32152,33,5,18,Electrónica,"688,34"
505,22,Masculino,31194,59,6,23,Electrónica,"576,20"
506,66,Masculino,134384,100,7,50,Deportes,"532,07"
507,58,Masculino,150000,100,5,50,Deportes,"489,61"
508,48,Masculino,121589,100,7,50,Deportes,"318,93"
509,68,Masculino,135639,100,8,50,Deportes,"368,75"
510,19,Masculino,52986,57,2,33,Deportes,"269,54"
511,24,Masculino,49626,92,6,39,Deportes,"222,79"
512,33,Masculino,84624,99,8,50,Deportes,"299,63"
513,19,Masculino,49695,73,4,37,Deportes,"316,38"
514,69,Femenino,139025,100,3,50,Hogar,"418,60"
515,28,Masculino,81792,100,5,50,Alimentos,"181,13"
516,32,Masculino,87977,100,5,50,Electrónica,"736,29"
517,18,Masculino,51690,71,1,34,Alimentos,"167,71"
518,45,Femenino,104805,100,6,50,Alimentos,"228,36"
519,45,Femenino,119080,100,4,50,Deportes,"333,30"
520,38,Masculino,113335,100,3,50,Electrónica,"588,13"
521,69,Masculino,132569,97,4,50,Hogar,"391,70"
522,29,Femenino,67811,98,1,50,Hogar,"303,74"
523,32,Femenino,95397,100,4,50,Electrónica,"667,48"
524,47,Masculino,114278,95,7,50,Electrónica,"757,34"
525,33,Femenino,98434,90,2,50,Ropa,"387,11"
526,52,Masculino,119892,100,5,50,Ropa,"312,34"
527,62,Femenino,147470,100,7,50,Deportes,"434,59"
528,23,Femenino,60483,65,1,40,Ropa,"257,22"
529,57,Masculino,132824,88,4,50,Deportes,"336,96"
530,27,Masculino,86082,98,2,50,Deportes,"355,16"
531,61,Masculino,131644,100,8,50,Deportes,"487,04"
532,19,Masculino,40330,74,6,33,Hogar,"337,33"
533,36,Masculino,90238,100,4,50,Deportes,"410,45"
534,28,Masculino,78746,100,1,50,Deportes,"122,57"
535,46,Masculino,100183,100,7,50,Deportes,"337,99"
536,62,Femenino,140112,90,4,50,Deportes,"429,24"
537,48,Femenino,111326,100,9,50,Hogar,"401,04"
538,39,Masculino,111130,98,3,50,Alimentos,"245,65"
539,27,Masculino,50452,90,4,38,Electrónica,"528,66"
540,36,Masculino,87196,100,8,50,Alimentos,"265,95"
541,33,Femenino,70622,100,3,50,Electrónica,"682,20"
542,69,Masculino,133864,100,6,50,Ropa,"457,79"
543,68,Femenino,141404,100,7,50,Alimentos,"206,98"
544,66,Femenino,136162,100,4,50,Ropa,"356,52"
545,23,Femenino,57020,100,5,48,Ropa,"291,29"
546,44,Masculino,109242,100,6,50,Alimentos,"251,58"
547,60,Masculino,135705,100,6,50,Electrónica,"604,53"
548,22,Femenino,47298,91,3,39,Hogar,"372,61"
549,39,Masculino,107162,100,6,50,Deportes,"354,71"
550,53,Masculino,131264,100,5,50,Deportes,"335,20"
551,50,Masculino,124340,94,3,50,Electrónica,"805,69"
552,20,Masculino,56884,67,2,39,Ropa,"201,01"
553,69,Masculino,143968,100,9,50,Deportes,"414,59"
554,61,Femenino,150000,89,5,50,Hogar,"542,23"
555,66,Masculino,138491,100,5,50,Deportes,"534,41"
556,25,Femenino,62236,85,1,45,Alimentos,"216,83"
557,45,Masculino,105718,100,4,50,Hogar,"426,89"
558,40,Masculino,93585,100,5,50,Deportes,"335,19"
559,33,Masculino,76100,100,6,50,Hogar,"406,60"
560,63,Masculino,128801,100,6,50,Hogar,"388,68"
561,61,Masculino,134264,100,6,50,Alimentos,"354,77"
562,18,Masculino,48684,98,6,44,Alimentos,"72,53"
563,23,Masculino,61260,85,1,50,Alimentos,"108,15"
564,56,Masculino,122385,100,4,50,Electrónica,"725,47"
565,68,Masculino,148777,100,9,50,Electrónica,"889,32"
566,29,Masculino,83955,100,3,50,Ropa,"298,16"
567,22,Masculino,56438,90,3,40,Electrónica,"389,26"
568,45,Femenino,105124,98,7,50,Hogar,"442,82"
569,29,Femenino,80736,100,5,50,Alimentos,"217,18"
570,18,Masculino,47367,78,3,33,Ropa,"284,99"
571,36,Femenino,79742,100,4,50,Electrónica,"632,68"
572,19,Masculino,48188,83,4,35,Electrónica,"724,68"
573,40,Femenino,103733,100,7,50,Alimentos,"268,78"
574,48,Masculino,109578,100,7,50,Ropa,"421,54"
575,49,Masculino,121009,93,2,50,Ropa,"441,23"
576,51,Femenino,107807,80,2,50,Electrónica,"712,06"
577,32,Femenino,95401,100,4,50,Alimentos,"134,28"
578,64,Masculino,148907,100,10,50,Electrónica,"693,86"
579,21,Femenino,51127,92,4,41,Electrónica,"565,33"
580,51,Femenino,124171,90,4,50,Alimentos,"318,91"
581,46,Masculino,92586,100,9,50,Ropa,"345,73"
582,19,Masculino,38393,69,3,22,Electrónica,"671,49"
583,33,Masculino,84656,100,4,50,Hogar,"361,97"
584,30,Masculino,70226,100,5,50,Ropa,"367,37"
585,51,Femenino,127330,100,6,50,Deportes,"372,50"
586,62,Masculino,150000,100,5,50,Electrónica,"849,88"
587,20,Masculino,41285,34,1,22,Alimentos,"157,71"
588,47,Masculino,108463,100,7,50,Hogar,"543,36"
589,29,Masculino,79419,94,3,50,Ropa,"159,63"
590,33,Masculino,101800,96,3,50,Deportes,"270,29"
591,53,Masculino,114299,99,2,50,Electrónica,"761,54"
592,22,Masculino,60116,100,2,50,Deportes,"301,35"
593,62,Femenino,150000,100,8,50,Deportes,"483,95"
594,29,Masculino,62434,100,5,50,Deportes,"208,16"
595,28,Masculino,63145,100,5,50,Alimentos,"183,34"
596,46,Masculino,110463,100,5,50,Hogar,"483,82"
597,50,Masculino,116190,100,7,50,Hogar,"431,47"
598,56,Masculino,136588,100,7,50,Electrónica,"828,33"
599,41,Masculino,107075,90,6,50,Ropa,"457,58"
600,52,Masculino,107900,100,6,50,Deportes,"479,24"
601,53,Femenino,128439,100,9,50,Alimentos,"377,79"
602,20,Masculino,46677,100,5,39,Electrónica,"607,23"
603,33,Femenino,97270,92,5,50,Ropa,"337,81"
604,47,Masculino,110352,100,3,50,Hogar,"441,76"
605,18,Femenino,38445,65,5,28,Electrónica,"609,44"
606,39,Masculino,105670,100,5,50,Hogar,"424,87"
607,30,Masculino,86741,90,5,50,Hogar,"292,47"
608,41,Masculino,108933,100,4,50,Hogar,"500,16"
609,53,Masculino,110130,100,5,50,Electrónica,"642,40"
610,23,Femenino,64142,98,4,47,Hogar,"281,47"
611,42,Femenino,96066,100,5,50,Hogar,"395,56"
612,33,Femenino,87917,100,7,50,Electrónica,"828,70"
613,60,Masculino,121061,100,5,50,Hogar,"418,65"
614,64,Femenino,140192,100,5,50,Ropa,"397,17"
615,69,Masculino,134041,90,6,50,Electrónica,"750,59"
616,43,Masculino,97256,100,5,50,Alimentos,"327,68"
617,29,Masculino,83724,100,9,50,Ropa,"152,48"
618,53,Masculino,127475,92,2,50,Deportes,"283,32"
619,29,Masculino,71774,100,4,50,Alimentos,"332,08"
620,53,Masculino,138361,100,5,50,Deportes,"450,79"
621,20,Masculino,47909,59,3,26,Electrónica,"548,65"
622,33,Masculino,87589,100,6,50,Deportes,"295,61"
623,30,Femenino,80795,95,4,50,Ropa,"297,09"
624,59,Masculino,127223,100,10,50,Ropa,"522,14"
625,41,Masculino,109140,100,5,50,Hogar,"548,62"
626,19,Masculino,43999,100,7,41,Alimentos,"158,96"
627,27,Femenino,66795,98,1,50,Electrónica,"541,25"
628,39,Masculino,113064,97,5,50,Deportes,"404,30"
629,65,Masculino,129135,100,8,50,Alimentos,"268,59"
630,64,Femenino,114460,100,6,50,Hogar,"370,19"
631,47,Femenino,128998,100,5,50,Alimentos,"163,94"
632,29,Femenino,98744,100,3,50,Deportes,"185,55"
633,43,Femenino,103653,100,6,50,Electrónica,"654,04"
634,51,Masculino,104968,100,7,50,Electrónica,"647,48"
635,23,Femenino,56506,88,3,44,Electrónica,"614,46"
636,24,Femenino,59599,89,3,50,Ropa,"147,94"
637,52,Masculino,122166,100,4,50,Hogar,"220,81"
638,34,Femenino,78155,100,4,50,Hogar,"263,01"
639,68,Masculino,145891,100,9,50,Alimentos,"334,33"
640,57,Masculino,135221,95,6,50,Hogar,"449,57"
641,59,Masculino,119350,88,4,50,Deportes,"460,53"
642,34,Femenino,94468,100,6,50,Electrónica,"651,98"
643,64,Femenino,150000,100,5,50,Deportes,"498,81"
644,54,Masculino,128223,100,6,50,Deportes,"393,96"
645,67,Masculino,136964,99,3,50,Alimentos,"283,14"
646,62,Masculino,134597,96,7,50,Electrónica,"741,99"
647,24,Masculino,69212,100,2,50,Electrónica,"590,68"
648,43,Femenino,91724,100,5,50,Alimentos,"144,83"
649,27,Masculino,73480,100,3,50,Deportes,"246,85"
650,47,Masculino,112486,100,6,50,Alimentos,"241,29"
651,27,Femenino,87130,100,2,50,Electrónica,"571,33"
652,32,Masculino,83307,100,6,50,Electrónica,"737,78"
653,41,Masculino,119911,100,7,50,Hogar,"495,38"
654,48,Masculino,107741,100,3,50,Deportes,"285,16"
655,45,Masculino,117785,100,5,50,Alimentos,"270,62"
656,33,Masculino,90175,100,5,50,Ropa,"318,83"
657,27,Masculino,64179,100,5,50,Electrónica,"552,08"
658,61,Masculino,136497,100,3,50,Ropa,"419,93"
659,35,Masculino,102913,100,8,50,Ropa,"341,56"
660,54,Femenino,122261,100,6,50,Deportes,"314,95"
661,69,Femenino,124572,100,9,50,Deportes,"303,01"
662,66,Masculino,139117,100,8,50,Hogar,"496,13"
663,30,Femenino,70253,97,3,50,Alimentos,"166,96"
664,56,Masculino,126194,100,8,50,Alimentos,"261,84"
665,37,Masculino,95766,100,6,50,Hogar,"574,46"
666,31,Masculino,67049,92,6,50,Deportes,"311,64"
667,29,Femenino,61259,100,6,50,Ropa,"357,16"
668,27,Femenino,74839,95,5,50,Deportes,"313,86"
669,52,Masculino,119171,93,7,50,Ropa,"543,44"
670,55,Masculino,104917,100,6,50,Hogar,"364,71"
671,34,Masculino,96739,100,3,50,Hogar,"191,08"
672,30,Masculino,82326,100,3,50,Hogar,"304,79"
673,47,Femenino,108075,100,3,50,Ropa,"386,40"
674,32,Masculino,73024,87,5,50,Electrónica,"644,47"
675,64,Femenino,143697,97,7,50,Hogar,"541,42"
676,64,Femenino,139319,100,5,50,Alimentos,"404,18"
677,51,Femenino,142343,100,8,50,Alimentos,"375,66"
678,63,Masculino,140582,100,6,50,Hogar,"560,64"
679,46,Femenino,116264,100,7,50,Deportes,"311,05"
680,36,Masculino,92773,100,5,50,Ropa,"254,21"
681,49,Masculino,126651,100,5,50,Electrónica,"874,54"
682,61,Masculino,140526,100,6,50,Electrónica,"811,65"
683,27,Femenino,81766,100,6,50,Hogar,"321,05"
684,42,Masculino,102183,100,9,50,Ropa,"349,80"
685,37,Masculino,92581,98,6,50,Hogar,"344,99"
686,30,Masculino,75563,100,3,50,Ropa,"220,28"
687,59,Masculino,139917,92,4,50,Hogar,"393,32"
688,30,Masculino,93360,100,4,50,Deportes,"187,26"
689,69,Masculino,137170,100,7,50,Ropa,"442,94"
690,39,Femenino,95477,100,5,50,Ropa,"295,82"
691,53,Masculino,128127,100,7,50,Alimentos,"382,57"
692,23,Masculino,58588,68,2,34,Electrónica,"638,01"
693,28,Femenino,81743,78,1,50,Alimentos,"153,20"
694,64,Masculino,117409,91,4,50,Deportes,"297,53"
695,45,Masculino,105060,100,5,50,Electrónica,"701,67"
696,61,Masculino,127858,100,9,50,Alimentos,"349,69"
697,36,Femenino,71892,99,5,50,Deportes,"301,31"
698,33,Masculino,78627,100,7,50,Electrónica,"660,63"
699,55,Masculino,119764,89,2,50,Ropa,"440,69"
700,31,Masculino,80590,92,4,50,Electrónica,"642,44"
701,31,Masculino,92417,100,5,50,Alimentos,"255,54"
702,26,Femenino,65569,97,5,50,Electrónica,"581,83"
703,26,Femenino,58498,88,3,47,Hogar,"161,40"
704,52,Femenino,121862,89,1,50,Deportes,"348,93"
705,42,Masculino,116318,100,7,50,Ropa,"457,72"
706,29,Femenino,67016,100,5,50,Ropa,"309,84"
707,47,Femenino,106305,100,5,50,Deportes,"362,66"
708,68,Masculino,145702,100,9,50,Ropa,"472,51"
709,44,Femenino,107181,100,8,50,Ropa,"338,72"
710,43,Femenino,113127,100,5,50,Electrónica,"767,97"
711,43,Masculino,108677,100,4,50,Deportes,"358,61"
712,18,Masculino,51990,72,1,33,Hogar,"255,52"
713,19,Femenino,37984,51,5,22,Electrónica,"712,10"
714,30,Masculino,79766,100,2,50,Deportes,"178,12"
715,43,Masculino,106904,100,7,50,Electrónica,"693,69"
716,48,Femenino,105232,100,8,50,Deportes,"475,10"
717,47,Masculino,101929,100,7,50,Ropa,"433,49"
718,57,Femenino,135172,100,4,50,Hogar,"446,78"
719,21,Femenino,50241,100,6,47,Deportes,"238,74"
720,69,Masculino,132099,100,5,50,Electrónica,"785,36"
721,27,Masculino,71134,100,8,50,Alimentos,"10,40"
722,45,Masculino,122652,100,1,50,Hogar,"348,58"
723,20,Masculino,31348,15,1,2,Alimentos,"155,08"
724,21,Masculino,41430,77,5,30,Deportes,"213,68"
725,48,Femenino,107869,100,8,50,Ropa,"414,13"
726,40,Masculino,116026,100,7,50,Hogar,"535,32"
727,18,Masculino,48218,60,3,27,Hogar,"301,30"
728,28,Otro,80081,100,3,50,Alimentos,"76,63"
729,50,Masculino,110614,100,7,50,Deportes,"386,11"
730,19,Masculino,38724,51,5,20,Hogar,"319,34"
731,53,Femenino,127830,100,6,50,Alimentos,"283,43"
732,29,Otro,76324,100,2,50,Electrónica,"591,30"
733,49,Masculino,124239,100,7,50,Electrónica,"932,74"
734,23,Otro,57611,69,2,36,Electrónica,"452,32"
735,38,Otro,99678,100,5,50,Ropa,"320,15"
736,52,Femenino,123798,100,10,50,Ropa,"454,50"
737,28,Masculino,81675,95,2,50,Ropa,"219,78"
738,18,Femenino,51438,83,3,32,Electrónica,"679,46"
739,61,Masculino,120321,97,4,50,Electrónica,"793,41"
740,62,Femenino,114150,100,6,50,Electrónica,"738,44"
741,50,Femenino,128391,88,4,50,Electrónica,"736,75"
742,45,Otro,121690,100,8,50,Hogar,"471,90"
743,64,Masculino,128489,93,7,50,Deportes,"398,59"
744,56,Masculino,112536,100,7,50,Electrónica,"742,46"
745,30,Femenino,79266,100,7,50,Alimentos,"175,57"
746,60,Masculino,142253,100,8,50,Electrónica,"846,37"
747,26,Masculino,85453,92,6,50,Alimentos,"246,18"
748,57,Femenino,133647,100,6,50,Alimentos,"222,09"
749,22,Masculino,54530,56,1,32,Hogar,"230,29"
750,41,Otro,95362,100,8,50,Electrónica,"594,66"
751,63,Masculino,136903,100,6,50,Alimentos,"376,61"
752,31,Masculino,79707,93,2,50,Hogar,"337,30"
753,28,Otro,64039,67,1,35,Electrónica,"652,84"
754,52,Masculino,142314,100,6,50,Alimentos,"228,78"
755,61,Masculino,150000,100,9,50,Ropa,"632,09"
756,30,Femenino,88599,100,8,50,Electrónica,"658,33"
757,19,Femenino,39012,56,4,26,Hogar,"326,66"
758,35,Masculino,99695,100,8,50,Hogar,"487,18"
759,64,Otro,141932,100,3,50,Hogar,"408,84"
760,27,Masculino,75983,88,5,50,Deportes,"222,67"
761,47,Masculino,127247,95,2,50,Hogar,"445,51"
762,57,Masculino,136218,100,7,50,Deportes,"624,35"
763,63,Masculino,143460,100,4,50,Hogar,"512,65"
764,61,Femenino,139132,100,4,50,Deportes,"513,71"
765,40,Otro,104442,99,2,50,Electrónica,"763,07"
766,41,Otro,87347,100,3,50,Ropa,"323,73"
767,45,Masculino,113253,100,4,50,Ropa,"300,41"
768,33,Masculino,82294,100,4,50,Alimentos,"240,12"
769,19,Masculino,37281,50,2,19,Deportes,"126,90"
770,61,Masculino,150000,100,10,50,Alimentos,"499,20"
771,55,Masculino,143561,100,8,50,Ropa,"495,81"
772,26,Femenino,80008,95,6,50,Ropa,"124,98"
773,51,Femenino,123197,100,5,50,Alimentos,"249,49"
774,52,Masculino,136031,100,8,50,Hogar,"559,66"
775,24,Masculino,63783,100,6,50,Deportes,"225,27"
776,31,Femenino,82725,92,3,50,Alimentos,"207,01"
777,19,Masculino,38959,33,2,20,Deportes,"173,26"
778,46,Femenino,116348,100,7,50,Deportes,"285,60"
779,56,Masculino,129818,100,3,50,Electrónica,"744,09"
780,65,Masculino,126776,98,10,50,Deportes,"434,06"
781,53,Masculino,124839,100,5,50,Hogar,"432,85"
782,22,Masculino,57157,80,6,45,Electrónica,"707,00"
783,39,Masculino,116978,90,2,50,Ropa,"299,00"
784,47,Masculino,124048,100,4,50,Alimentos,"287,27"
785,45,Femenino,111103,100,9,50,Electrónica,"769,29"
786,30,Masculino,82114,89,3,50,Deportes,"146,54"
787,57,Masculino,130898,100,10,50,Alimentos,"249,33"
788,33,Masculino,85474,100,4,50,Hogar,"354,34"
789,25,Femenino,55258,100,4,41,Ropa,"397,25"
790,61,Masculino,133541,100,5,50,Deportes,"438,50"
791,59,Femenino,124585,100,5,50,Hogar,"335,84"
792,18,Masculino,34422,64,5,20,Deportes,"34,22"
793,63,Femenino,139901,100,5,50,Hogar,"544,41"
794,50,Masculino,124396,100,4,50,Electrónica,"739,45"
795,33,Femenino,69720,85,2,50,Electrónica,"675,89"
796,47,Masculino,114896,100,6,50,Hogar,"381,91"
797,47,Masculino,124961,87,4,50,Hogar,"472,04"
798,68,Masculino,150000,95,5,50,Deportes,"496,37"
799,25,Masculino,75733,100,1,50,Ropa,"218,99"
800,35,Masculino,92350,100,3,50,Deportes,"250,05"
801,61,Masculino,127295,100,8,50,Deportes,"414,85"
802,51,Masculino,112647,99,5,50,Alimentos,"286,19"
803,64,Masculino,140776,100,5,50,Alimentos,"314,18"
804,59,Femenino,134714,100,6,50,Alimentos,"378,93"
805,51,Femenino,132486,100,7,50,Deportes,"383,11"
806,49,Masculino,129200,82,6,50,Alimentos,"204,63"
807,24,Masculino,62485,91,2,50,Ropa,"367,16"
808,33,Masculino,76102,100,2,50,Alimentos,"88,87"
809,46,Masculino,111403,100,7,50,Electrónica,"705,45"
810,35,Masculino,93955,100,7,50,Electrónica,"699,10"
811,27,Femenino,68681,100,2,50,Hogar,"298,23"
812,53,Masculino,120099,100,4,50,Hogar,"408,88"
813,19,Masculino,51076,86,6,41,Deportes,"237,39"
814,56,Masculino,124739,100,9,50,Hogar,"494,21"
815,53,Femenino,118147,100,8,50,Hogar,"483,54"
816,50,Masculino,123678,100,7,50,Alimentos,"129,45"
817,37,Femenino,91382,100,4,50,Alimentos,"319,24"
818,69,Masculino,143497,100,7,50,Hogar,"511,35"
819,46,Masculino,116734,100,8,50,Hogar,"508,58"
820,52,Masculino,113620,100,8,50,Deportes,"284,06"
821,41,Masculino,100569,100,1,50,Alimentos,"146,48"
822,26,Femenino,80715,100,6,50,Alimentos,"135,12"
823,69,Masculino,130841,100,9,50,Deportes,"534,41"
824,38,Femenino,78125,100,5,50,Hogar,"305,00"
825,30,Femenino,61618,75,1,40,Electrónica,"649,78"
826,48,Masculino,117937,100,8,50,Alimentos,"245,27"
827,62,Masculino,136153,100,8,50,Deportes,"402,49"
828,34,Masculino,88617,100,7,50,Electrónica,"673,80"
829,37,Masculino,107428,100,5,50,Hogar,"505,65"
830,28,Masculino,50619,89,4,48,Hogar,"144,23"
831,43,Femenino,110863,94,4,50,Hogar,"321,86"
832,69,Masculino,150000,100,5,50,Hogar,"380,83"
833,43,Femenino,97150,100,5,50,Deportes,"235,18"
834,38,Masculino,95257,100,7,50,Ropa,"299,99"
835,41,Femenino,96624,100,4,50,Alimentos,"87,04"
836,30,Masculino,71826,100,3,50,Hogar,"259,62"
837,69,Femenino,136864,100,8,50,Alimentos,"194,84"
838,57,Masculino,143347,100,5,50,Electrónica,"730,04"
839,43,Masculino,125336,100,7,50,Deportes,"482,45"
840,58,Femenino,127152,100,6,50,Alimentos,"320,99"
841,40,Masculino,120021,92,5,50,Ropa,"408,89"
842,33,Femenino,86120,100,5,50,Deportes,"214,85"
843,50,Masculino,136658,100,5,50,Hogar,"377,85"
844,43,Masculino,107960,100,6,50,Hogar,"347,31"
845,45,Femenino,112180,100,4,50,Electrónica,"714,07"
846,60,Masculino,137164,85,6,50,Electrónica,"857,35"
847,22,Masculino,86485,96,1,50,Alimentos,"209,08"
848,60,Masculino,141537,100,3,50,Ropa,"471,14"
849,56,Femenino,121410,100,7,50,Deportes,"337,44"
850,48,Femenino,124896,96,4,50,Ropa,"399,09"
851,51,Masculino,119144,100,5,50,Alimentos,"241,18"
852,64,Femenino,131767,99,5,50,Alimentos,"279,65"
853,22,Masculino,66052,84,1,50,Ropa,"369,87"
854,27,Femenino,70780,100,5,50,Alimentos,"25,18"
855,18,Masculino,48182,53,2,25,Deportes,"223,29"
856,45,Masculino,112626,83,3,50,Alimentos,"312,98"
857,19,Femenino,50329,82,6,42,Hogar,"211,22"
858,67,Masculino,143825,100,8,50,Ropa,"437,38"
859,22,Masculino,40442,68,7,30,Electrónica,"599,26"
860,22,Masculino,63874,94,3,44,Electrónica,"594,45"
861,21,Masculino,46062,44,4,25,Hogar,"222,95"
862,20,Masculino,38894,59,3,24,Ropa,"302,27"
863,42,Masculino,106349,100,9,50,Alimentos,"319,85"
864,41,Masculino,105656,100,9,50,Electrónica,"787,15"
865,57,Masculino,124258,87,4,50,Alimentos,"204,93"
866,22,Masculino,65354,71,2,41,Electrónica,"618,66"
867,68,Masculino,128595,100,7,50,Deportes,"343,22"
868,51,Masculino,118738,100,4,50,Ropa,"359,43"
869,49,Femenino,112536,100,5,50,Hogar,"578,69"
870,57,Masculino,130081,100,7,50,Hogar,"496,42"
871,57,Femenino,131510,100,10,50,Hogar,"439,99"
872,63,Masculino,127729,100,8,50,Deportes,"426,74"
873,42,Femenino,111894,94,2,50,Ropa,"251,79"
874,35,Masculino,92567,85,1,50,Alimentos,"76,47"
875,25,Femenino,47972,69,5,37,Hogar,"240,34"
876,60,Masculino,116248,100,6,50,Deportes,"335,68"
877,51,Femenino,120789,95,5,50,Hogar,"513,18"
878,45,Femenino,109011,100,7,50,Hogar,"480,04"
879,51,Masculino,121469,93,5,50,Deportes,"405,82"
880,59,Masculino,132548,100,3,50,Alimentos,"198,67"
881,47,Femenino,116530,100,5,50,Alimentos,"219,56"
882,61,Masculino,143429,100,9,50,Ropa,"510,54"
883,62,Masculino,125875,100,4,50,Hogar,"405,72"
884,50,Femenino,108827,100,6,50,Ropa,"359,63"
885,58,Masculino,121835,100,6,50,Electrónica,"790,98"
886,26,Masculino,71875,100,5,50,Deportes,"226,72"
887,60,Masculino,145080,92,3,50,Alimentos,"321,25"
888,29,Masculino,73418,97,3,50,Alimentos,"246,30"
889,33,Masculino,64785,97,3,49,Deportes,"205,22"
890,60,Masculino,118539,100,6,50,Ropa,"484,79"
891,22,Masculino,50378,75,6,39,Deportes,"282,10"
892,66,Masculino,134255,90,4,50,Deportes,"286,95"
893,24,Femenino,58500,57,2,40,Hogar,"222,14"
894,63,Masculino,137147,98,6,50,Deportes,"358,19"
895,27,Masculino,69194,100,4,50,Hogar,"254,91"
896,53,Masculino,134744,86,3,50,Deportes,"374,50"
897,32,Masculino,78791,92,5,50,Electrónica,"690,62"
898,64,Masculino,129914,100,6,50,Hogar,"567,18"
899,48,Masculino,121985,95,3,50,Electrónica,"752,01"
900,52,Femenino,108554,100,7,50,Hogar,"407,26"
901,57,Femenino,132507,100,7,50,Hogar,"349,74"
902,55,Femenino,127423,100,6,50,Hogar,"478,33"
903,33,Otro,84473,93,6,50,Deportes,"292,93"
904,64,Femenino,150000,100,5,50,Alimentos,"349,95"
905,64,Masculino,132075,96,8,50,Deportes,"571,90"
906,25,Masculino,85043,100,2,50,Electrónica,"719,33"
907,62,Otro,132346,88,4,50,Hogar,"520,06"
908,59,Otro,119807,100,8,50,Deportes,"327,91"
909,27,Femenino,71129,96,5,50,Alimentos,"113,45"
910,55,Otro,116814,91,5,50,Alimentos,"251,49"
911,66,Femenino,131009,100,5,50,Electrónica,"717,65"
912,54,Masculino,130248,100,8,50,Ropa,"485,15"
913,38,Masculino,103675,100,8,50,Electrónica,"761,83"
914,55,Masculino,122400,93,5,50,Electrónica,"675,25"
915,18,Otro,53062,72,5,44,Deportes,"308,12"
916,26,Masculino,79693,95,1,50,Alimentos,"136,91"
917,49,Otro,130727,100,4,50,Electrónica,"640,22"
918,36,Femenino,97540,100,6,50,Alimentos,"218,64"
919,28,Otro,85446,100,4,50,Hogar,"373,13"
920,60,Otro,115448,100,6,50,Electrónica,"812,97"
921,66,Masculino,136414,100,7,50,Hogar,"481,17"
922,58,Masculino,123872,100,6,50,Ropa,"472,89"
923,68,Masculino,141748,93,4,50,Deportes,"420,60"
924,20,Masculino,46732,72,3,31,Alimentos,"36,21"
925,53,Otro,122305,100,6,50,Hogar,"362,14"
926,39,Femenino,116240,100,6,50,Alimentos,"345,34"
927,46,Otro,111248,100,6,50,Hogar,"518,60"
928,28,Masculino,78399,92,5,50,Ropa,"319,27"
929,35,Masculino,89910,89,4,50,Electrónica,"768,77"
930,42,Otro,106056,100,8,50,Alimentos,"336,48"
931,59,Masculino,132854,98,6,50,Hogar,"534,17"
932,31,Otro,84935,100,6,50,Deportes,"228,43"
933,18,Masculino,56163,78,1,38,Electrónica,"710,92"
934,47,Masculino,130827,100,5,50,Alimentos,"329,03"
935,48,Otro,118962,100,3,50,Ropa,"346,23"
936,51,Masculino,127706,100,5,50,Hogar,"417,28"
937,43,Femenino,96942,100,3,50,Hogar,"388,79"
938,64,Femenino,135384,100,5,50,Ropa,"315,37"
939,37,Masculino,104963,100,3,50,Hogar,"438,89"
940,56,Femenino,135569,100,7,50,Hogar,"436,03"
941,54,Masculino,128579,100,7,50,Ropa,"462,08"
942,36,Masculino,102253,100,6,50,Deportes,"296,95"
943,54,Femenino,129592,91,2,50,Electrónica,"720,04"
944,47,Femenino,125303,100,3,50,Electrónica,"685,36"
945,65,Masculino,141104,100,6,50,Ropa,"444,68"
946,59,Masculino,129599,100,5,50,Alimentos,"420,83"
947,60,Femenino,135398,100,8,50,Alimentos,"429,33"
948,21,Femenino,30000,1,1,6,Deportes,"268,24"
949,62,Femenino,137821,100,5,50,Deportes,"406,37"
